RDS
500,3,coupMissing,
1,4,coup2741,coupMissing,coupMissing,coupMissing,10,hash1172,hash317,hash1444,hash912,hash1921,NA,NA,NA,NA,NA,NA,
2,4,coup1172,coupMissing,coupMissing,coupMissing,10,hash65,hash65,hash935,hash1576,hash1294,NA,NA,NA,NA,NA,NA,
3,3,coup4418,coupMissing,coupMissing,coupMissing,10,hash912,hash1386,hash1033,hash332,NA,NA,NA,NA,NA,NA,NA,
4,5,coup3394,coupMissing,coupMissing,coupMissing,10,hash1103,hash1521,hash173,hash1869,hash571,hash529,NA,NA,NA,NA,NA,
5,3,coup1273,coup4636,coup2683,coupMissing,10,hash649,hash1645,hash729,hash1991,NA,NA,NA,NA,NA,NA,NA,
6,4,coup1007,coup3365,coup1922,coupMissing,10,hash339,hash686,hash460,hash713,hash484,NA,NA,NA,NA,NA,NA,
7,4,coup2688,coupMissing,coupMissing,coupMissing,10,hash307,hash1438,hash653,hash29,hash1548,NA,NA,NA,NA,NA,NA,
8,5,coup430,coupMissing,coupMissing,coupMissing,10,hash818,hash1531,hash1346,hash891,hash1269,hash1797,NA,NA,NA,NA,NA,
9,4,coup2723,coup4515,coup3400,coupMissing,10,hash1498,hash1346,hash411,hash1748,hash1203,NA,NA,NA,NA,NA,NA,
10,5,coup4034,coupMissing,coupMissing,coupMissing,10,hash412,hash1822,hash1619,hash1638,hash453,hash1691,NA,NA,NA,NA,NA,
11,4,coup1054,coup4115,coup1160,coupMissing,10,hash1650,hash909,hash771,hash21,hash273,NA,NA,NA,NA,NA,NA,
12,5,coup3180,coup580,coup4584,coupMissing,10,hash1269,hash251,hash1836,hash818,hash1225,hash1418,NA,NA,NA,NA,NA,
13,6,coup1570,coupMissing,coupMissing,coupMissing,10,hash1520,hash898,hash1628,hash1666,hash506,hash825,hash1237,NA,NA,NA,NA,
14,7,coup2739,coup3202,coup1745,coupMissing,10,hash1553,hash1986,hash77,hash1760,hash411,hash1420,hash1644,hash695,NA,NA,NA,
15,6,coup2159,coup2715,coup4493,coupMissing,10,hash727,hash46,hash1160,hash319,hash992,hash431,hash1036,NA,NA,NA,NA,
16,6,coup3600,coup1064,coup3687,coupMissing,10,hash1272,hash31,hash1600,hash752,hash946,hash1976,hash183,NA,NA,NA,NA,
17,5,coup3528,coupMissing,coupMissing,coupMissing,10,hash558,hash1780,hash819,hash214,hash830,hash304,NA,NA,NA,NA,NA,
18,5,coup4700,coup1486,coup2280,coupMissing,10,hash959,hash1627,hash855,hash48,hash1225,hash1619,NA,NA,NA,NA,NA,
19,7,coup250,coup1544,coup2500,coupMissing,10,hash1342,hash158,hash137,hash306,hash740,hash1943,hash1658,hash877,NA,NA,NA,
20,7,coup1267,coup503,coup2934,coupMissing,10,hash1625,hash459,hash1796,hash690,hash1315,hash1372,hash1188,hash1309,NA,NA,NA,
21,4,coup4324,coup3217,coup2931,coupMissing,10,hash1835,hash1998,hash1083,hash1939,hash53,NA,NA,NA,NA,NA,NA,
22,5,coup585,coup4894,coup2519,coupMissing,10,hash1524,hash758,hash1257,hash1978,hash302,hash1384,NA,NA,NA,NA,NA,
23,5,coup2822,coupMissing,coupMissing,coupMissing,10,hash1227,hash1885,hash899,hash1779,hash895,hash919,NA,NA,NA,NA,NA,
24,4,coup3760,coup1395,coup2108,coupMissing,10,hash947,hash1618,hash913,hash1887,hash1116,NA,NA,NA,NA,NA,NA,
25,6,coup3580,coup3427,coup680,coupMissing,10,hash1257,hash1521,hash1350,hash965,hash1427,hash689,hash433,NA,NA,NA,NA,
26,3,coup3587,coupMissing,coupMissing,coupMissing,10,hash1133,hash1848,hash705,hash56,NA,NA,NA,NA,NA,NA,NA,
27,6,coup3696,coupMissing,coupMissing,coupMissing,10,hash1840,hash777,hash1349,hash161,hash1798,hash1109,hash1069,NA,NA,NA,NA,
28,7,coup2935,coup3084,coup1117,coupMissing,10,hash975,hash1349,hash1193,hash26,hash1315,hash381,hash1043,hash803,NA,NA,NA,
29,6,coup564,coup4415,coup3215,coupMissing,10,hash1507,hash628,hash69,hash571,hash1895,hash1189,hash1834,NA,NA,NA,NA,
30,6,coup3934,coup1172,coup1583,coupMissing,10,hash1294,hash1843,hash1512,hash797,hash496,hash65,hash1805,NA,NA,NA,NA,
31,4,coup3644,coup1540,coup4927,coupMissing,10,hash1967,hash946,hash1438,hash854,hash1939,NA,NA,NA,NA,NA,NA,
32,5,coup730,coupMissing,coupMissing,coupMissing,10,hash1603,hash729,hash379,hash263,hash1516,hash531,NA,NA,NA,NA,NA,
33,6,coup3805,coup3173,coupMissing,coupMissing,10,hash1492,hash1935,hash380,hash1808,hash282,hash651,hash1557,NA,NA,NA,NA,
34,6,coup352,coup1733,coup1104,coupMissing,10,hash1955,hash1611,hash548,hash1813,hash1625,hash342,hash1723,NA,NA,NA,NA,
35,6,coup1718,coupMissing,coupMissing,coupMissing,10,hash1573,hash1824,hash1381,hash1560,hash1282,hash1220,hash131,NA,NA,NA,NA,
36,5,coup3655,coup3087,coup4418,coupMissing,10,hash1386,hash1438,hash1869,hash912,hash363,hash158,NA,NA,NA,NA,NA,
37,6,coup1275,coupMissing,coupMissing,coupMissing,10,hash1913,hash300,hash202,hash47,hash409,hash1248,hash1808,NA,NA,NA,NA,
38,5,coup4571,coupMissing,coupMissing,coupMissing,10,hash392,hash1264,hash31,hash781,hash611,hash108,NA,NA,NA,NA,NA,
39,5,coup3688,coupMissing,coupMissing,coupMissing,10,hash370,hash305,hash93,hash1746,hash614,hash19,NA,NA,NA,NA,NA,
40,5,coup380,coup3884,coup4252,coupMissing,10,hash1351,hash1757,hash481,hash1378,hash1150,hash24,NA,NA,NA,NA,NA,
41,4,coup4959,coupMissing,coupMissing,coupMissing,10,hash1959,hash1937,hash413,hash488,hash999,NA,NA,NA,NA,NA,NA,
42,5,coup2859,coup250,coup3980,coupMissing,10,hash306,hash777,hash657,hash1342,hash1685,hash1068,NA,NA,NA,NA,NA,
43,5,coup534,coupMissing,coupMissing,coupMissing,10,hash1982,hash366,hash1972,hash1553,hash76,hash1555,NA,NA,NA,NA,NA,
44,10,coup2365,coup1063,coup585,coupMissing,10,hash1384,hash1680,hash1289,hash640,hash115,hash62,hash772,hash1794,hash999,hash1524,hash1303,
45,5,coup1569,coup3966,coup1094,coupMissing,10,hash1889,hash366,hash912,hash499,hash420,hash492,NA,NA,NA,NA,NA,
46,5,coup2283,coupMissing,coupMissing,coupMissing,10,hash935,hash517,hash1067,hash363,hash214,hash614,NA,NA,NA,NA,NA,
47,5,coup2834,coupMissing,coupMissing,coupMissing,10,hash1512,hash106,hash1287,hash1945,hash1528,hash627,NA,NA,NA,NA,NA,
48,5,coup3403,coupMissing,coupMissing,coupMissing,10,hash1955,hash1071,hash1342,hash1919,hash1598,hash1782,NA,NA,NA,NA,NA,
49,5,coup1726,coupMissing,coupMissing,coupMissing,10,hash1123,hash142,hash183,hash1794,hash1598,hash1278,NA,NA,NA,NA,NA,
50,7,coup4894,coupMissing,coupMissing,coupMissing,10,hash302,hash1551,hash1404,hash1783,hash1009,hash53,hash1524,hash870,NA,NA,NA,
51,4,coup1160,coupMissing,coupMissing,coupMissing,10,hash21,hash135,hash1650,hash675,hash204,NA,NA,NA,NA,NA,NA,
52,7,coup1705,coup3185,coup3745,coupMissing,10,hash1804,hash318,hash369,hash1032,hash331,hash776,hash979,hash772,NA,NA,NA,
53,6,coup2873,coupMissing,coupMissing,coupMissing,10,hash1234,hash355,hash1259,hash1858,hash1687,hash146,hash846,NA,NA,NA,NA,
54,6,coup550,coup3401,coup5,coupMissing,10,hash695,hash1867,hash1985,hash665,hash703,hash1602,hash1180,NA,NA,NA,NA,
55,5,coup854,coup3446,coup1662,coupMissing,10,hash908,hash174,hash120,hash1777,hash189,hash236,NA,NA,NA,NA,NA,
56,7,coup3365,coupMissing,coupMissing,coupMissing,10,hash460,hash1071,hash1497,hash1995,hash1510,hash955,hash1879,hash339,NA,NA,NA,
57,4,coup3217,coupMissing,coupMissing,coupMissing,10,hash53,hash317,hash1835,hash1045,hash557,NA,NA,NA,NA,NA,NA,
58,6,coup752,coup1569,coup2394,coupMissing,10,hash492,hash106,hash172,hash1460,hash348,hash1059,hash1889,NA,NA,NA,NA,
59,5,coup2494,coup653,coup2747,coupMissing,10,hash763,hash551,hash930,hash620,hash1861,hash1936,NA,NA,NA,NA,NA,
60,6,coup4746,coupMissing,coupMissing,coupMissing,10,hash1379,hash777,hash1656,hash1851,hash1225,hash614,hash1277,NA,NA,NA,NA,
61,6,coup4115,coupMissing,coupMissing,coupMissing,10,hash771,hash250,hash1497,hash184,hash1394,hash1650,hash1471,NA,NA,NA,NA,
62,5,coup4939,coupMissing,coupMissing,coupMissing,10,hash505,hash652,hash165,hash103,hash1276,hash226,NA,NA,NA,NA,NA,
