RDS
750,3,coupMissing,
1,7,coup1882,coup4688,coup2783,coupMissing,9,hash2546,hash1701,hash1493,hash2600,hash3501,hash1215,hash1449,hash970,NA,NA,
2,5,coup1878,coupMissing,coupMissing,coupMissing,9,hash3509,hash322,hash2587,hash2570,hash223,hash1282,NA,NA,NA,NA,
3,7,coup4907,coup455,coup4585,coupMissing,9,hash2613,hash3394,hash1468,hash1746,hash2395,hash2305,hash3217,hash390,NA,NA,
4,4,coup1069,coup3718,coup3271,coupMissing,9,hash2840,hash1059,hash2583,hash1521,hash1230,NA,NA,NA,NA,NA,
5,5,coup4881,coup735,coup2888,coupMissing,9,hash2004,hash2334,hash3686,hash942,hash3892,hash3005,NA,NA,NA,NA,
6,6,coup2791,coupMissing,coupMissing,coupMissing,9,hash3748,hash149,hash598,hash2949,hash1685,hash3286,hash2416,NA,NA,NA,
7,6,coup2284,coup808,coup3697,coupMissing,9,hash3532,hash3987,hash3262,hash2968,hash1337,hash1566,hash811,NA,NA,NA,
8,5,coup405,coupMissing,coupMissing,coupMissing,9,hash670,hash998,hash301,hash103,hash2268,hash2847,NA,NA,NA,NA,
9,4,coup1021,coup4806,coup2,coupMissing,9,hash2715,hash1797,hash1240,hash27,hash1873,NA,NA,NA,NA,NA,
10,5,coup808,coupMissing,coupMissing,coupMissing,9,hash3987,hash867,hash1619,hash3410,hash3532,hash1431,NA,NA,NA,NA,
11,5,coup4497,coup814,coup2330,coupMissing,9,hash942,hash669,hash2203,hash2264,hash659,hash3726,NA,NA,NA,NA,
12,5,coup3317,coup3667,coup558,coupMissing,9,hash259,hash351,hash3153,hash570,hash2713,hash980,NA,NA,NA,NA,
13,5,coup2687,coupMissing,coupMissing,coupMissing,9,hash2493,hash904,hash957,hash2955,hash2609,hash2259,NA,NA,NA,NA,
14,7,coup2309,coup3057,coup1598,coupMissing,9,hash896,hash3529,hash285,hash2395,hash2023,hash2649,hash2341,hash2396,NA,NA,
15,7,coup1918,coupMissing,coupMissing,coupMissing,9,hash921,hash1813,hash961,hash1507,hash1207,hash2495,hash3694,hash1371,NA,NA,
16,5,coup3220,coup1458,coup1155,coupMissing,9,hash3273,hash103,hash3286,hash339,hash1820,hash1486,NA,NA,NA,NA,
17,4,coup3271,coupMissing,coupMissing,coupMissing,9,hash2583,hash1381,hash2840,hash1051,hash762,NA,NA,NA,NA,NA,
18,4,coup3839,coupMissing,coupMissing,coupMissing,9,hash2745,hash3216,hash76,hash2433,hash2334,NA,NA,NA,NA,NA,
19,5,coup4034,coup2044,coup4058,coupMissing,9,hash0,hash1113,hash3735,hash2745,hash950,hash32,NA,NA,NA,NA,
20,6,coup3846,coupMissing,coupMissing,coupMissing,9,hash3259,hash3749,hash1741,hash1527,hash2317,hash3220,hash3436,NA,NA,NA,
21,7,coup4369,coupMissing,coupMissing,coupMissing,9,hash1603,hash1639,hash3057,hash2926,hash638,hash1457,hash970,hash3412,NA,NA,
22,5,coup3086,coup405,coup1583,coupMissing,9,hash2268,hash1029,hash3644,hash2229,hash670,hash897,NA,NA,NA,NA,
23,5,coup4706,coupMissing,coupMissing,coupMissing,9,hash3884,hash3687,hash672,hash3125,hash1458,hash1797,NA,NA,NA,NA,
24,6,coup4386,coupMissing,coupMissing,coupMissing,9,hash642,hash850,hash3184,hash895,hash1261,hash557,hash630,NA,NA,NA,
25,6,coup1783,coup3254,coup4913,coupMissing,9,hash2194,hash2602,hash2649,hash2713,hash339,hash2816,hash3023,NA,NA,NA,
26,5,coup715,coupMissing,coupMissing,coupMissing,9,hash1209,hash3388,hash1148,hash146,hash3230,hash32,NA,NA,NA,NA,
27,5,coup3997,coup1060,coup3671,coupMissing,9,hash1214,hash3617,hash1653,hash2950,hash825,hash3385,NA,NA,NA,NA,
28,4,coup3137,coupMissing,coupMissing,coupMissing,9,hash2111,hash3990,hash3805,hash1616,hash3792,NA,NA,NA,NA,NA,
29,5,coup4404,coup3588,coup942,coupMissing,9,hash479,hash1040,hash3906,hash2745,hash1715,hash2941,NA,NA,NA,NA,
30,4,coup1105,coup4987,coup4467,coupMissing,9,hash2237,hash2955,hash750,hash2972,hash2264,NA,NA,NA,NA,NA,
31,5,coup2822,coup786,coupMissing,coupMissing,9,hash418,hash663,hash1882,hash1267,hash1178,hash2216,NA,NA,NA,NA,
32,4,coup400,coup1631,coup3879,coupMissing,9,hash3397,hash1099,hash266,hash3915,hash3003,NA,NA,NA,NA,NA,
33,4,coup2298,coup2655,coup2031,coupMissing,9,hash217,hash3451,hash1919,hash2150,hash3420,NA,NA,NA,NA,NA,
34,5,coup985,coup3073,coup781,coupMissing,9,hash2835,hash744,hash3817,hash3876,hash2984,hash2162,NA,NA,NA,NA,
35,5,coup3588,coupMissing,coupMissing,coupMissing,9,hash1040,hash3615,hash2269,hash479,hash3966,hash3562,NA,NA,NA,NA,
36,5,coup3732,coupMissing,coupMissing,coupMissing,9,hash2588,hash2668,hash161,hash1410,hash3684,hash3816,NA,NA,NA,NA,
37,4,coup1996,coup4148,coup4225,coupMissing,9,hash2799,hash2610,hash678,hash505,hash3647,NA,NA,NA,NA,NA,
38,5,coup2056,coup4734,coup1662,coupMissing,9,hash1318,hash2355,hash2084,hash1327,hash2604,hash2372,NA,NA,NA,NA,
39,6,coup1333,coup1020,coup4070,coupMissing,9,hash1544,hash2302,hash2012,hash1560,hash2141,hash3726,hash1266,NA,NA,NA,
40,4,coup23,coupMissing,coupMissing,coupMissing,9,hash2802,hash1373,hash2358,hash1468,hash2993,NA,NA,NA,NA,NA,
41,7,coup4733,coupMissing,coupMissing,coupMissing,9,hash1678,hash1911,hash1350,hash526,hash1495,hash2891,hash2683,hash3892,NA,NA,
42,5,coup696,coupMissing,coupMissing,coupMissing,9,hash3445,hash1359,hash1907,hash3457,hash3183,hash2776,NA,NA,NA,NA,
43,6,coup1120,coup379,coup1209,coupMissing,9,hash1499,hash99,hash780,hash1861,hash266,hash3186,hash908,NA,NA,NA,
44,4,coup4246,coup2298,coup705,coupMissing,9,hash2150,hash1647,hash973,hash2097,hash217,NA,NA,NA,NA,NA,
45,6,coup201,coup3130,coup1261,coupMissing,9,hash740,hash2059,hash1744,hash3000,hash720,hash3684,hash3131,NA,NA,NA,
46,7,coup1209,coupMissing,coupMissing,coupMissing,9,hash3186,hash2955,hash159,hash3031,hash2374,hash1499,hash3274,hash3974,NA,NA,
47,4,coup569,coupMissing,coupMissing,coupMissing,9,hash3422,hash939,hash2631,hash860,hash319,NA,NA,NA,NA,NA,
48,6,coup3805,coup2598,coup403,coupMissing,9,hash2950,hash694,hash1198,hash2555,hash223,hash349,hash1610,NA,NA,NA,
49,5,coup977,coupMissing,coupMissing,coupMissing,9,hash3940,hash5,hash507,hash3758,hash1486,hash3508,NA,NA,NA,NA,
50,5,coup571,coup2934,coup4691,coupMissing,9,hash1345,hash3941,hash2193,hash1410,hash2540,hash414,NA,NA,NA,NA,
51,4,coup3360,coup253,coup1334,coupMissing,9,hash2971,hash3855,hash2567,hash424,hash549,NA,NA,NA,NA,NA,
52,6,coup1718,coupMissing,coupMissing,coupMissing,9,hash3406,hash2366,hash1517,hash2163,hash2705,hash1418,hash3333,NA,NA,NA,
53,5,coup4036,coupMissing,coupMissing,coupMissing,9,hash332,hash193,hash2322,hash746,hash3541,hash17,NA,NA,NA,NA,
54,6,coup2838,coup3017,coup958,coupMissing,9,hash3701,hash289,hash1918,hash2856,hash3190,hash2270,hash3711,NA,NA,NA,
55,4,coup1169,coupMissing,coupMissing,coupMissing,9,hash3615,hash3678,hash2603,hash636,hash2204,NA,NA,NA,NA,NA,
56,5,coup884,coupMissing,coupMissing,coupMissing,9,hash1421,hash1495,hash3482,hash711,hash274,hash1275,NA,NA,NA,NA,
57,5,coup3688,coupMissing,coupMissing,coupMissing,9,hash1892,hash193,hash3254,hash2495,hash820,hash887,NA,NA,NA,NA,
58,5,coup3908,coupMissing,coupMissing,coupMissing,9,hash192,hash3943,hash1430,hash972,hash1685,hash1390,NA,NA,NA,NA,
59,5,coup2417,coup2126,coup1517,coupMissing,9,hash3105,hash1736,hash2201,hash2907,hash2464,hash3591,NA,NA,NA,NA,
60,4,coup456,coupMissing,coupMissing,coupMissing,9,hash2014,hash2708,hash519,hash2558,hash3647,NA,NA,NA,NA,NA,
61,5,coup2603,coupMissing,coupMissing,coupMissing,9,hash3207,hash3851,hash1744,hash294,hash2362,hash3580,NA,NA,NA,NA,
62,6,coup989,coup98,coup2359,coupMissing,9,hash82,hash3460,hash2541,hash1418,hash416,hash2809,hash2515,NA,NA,NA,
63,5,coup1341,coup1368,coupMissing,coupMissing,9,hash2605,hash1737,hash273,hash1314,hash2264,hash275,NA,NA,NA,NA,
64,5,coup1563,coup1445,coup1240,coupMissing,9,hash880,hash528,hash1851,hash3190,hash2753,hash2377,NA,NA,NA,NA,
65,4,coup649,coup1406,coup2924,coupMissing,9,hash2152,hash1643,hash2451,hash2846,hash1281,NA,NA,NA,NA,NA,
66,5,coup4001,coupMissing,coupMissing,coupMissing,9,hash3427,hash3778,hash678,hash133,hash916,hash1050,NA,NA,NA,NA,
67,5,coup4573,coup1291,coup4400,coupMissing,9,hash141,hash1037,hash1028,hash3719,hash3159,hash854,NA,NA,NA,NA,
