RDS
750,3,coupMissing,
1,4,coup9681,coup286,coup8325,coupMissing,9,hash6469,hash2510,hash2349,hash3443,hash4957,NA,NA,NA,NA,NA,
2,4,coup4745,coup1280,coup4453,coupMissing,9,hash668,hash3624,hash7740,hash7950,hash6534,NA,NA,NA,NA,NA,
3,7,coup7508,coup3874,coup2267,coupMissing,9,hash2854,hash6409,hash3922,hash1929,hash6710,hash3852,hash4254,hash7424,NA,NA,
4,5,coup4086,coup8249,coup1909,coupMissing,9,hash7091,hash2722,hash765,hash5599,hash3697,hash3779,NA,NA,NA,NA,
5,4,coup2271,coupMissing,coupMissing,coupMissing,9,hash3839,hash3790,hash4262,hash372,hash3102,NA,NA,NA,NA,NA,
6,6,coup4485,coup2212,coup4225,coupMissing,9,hash3427,hash2920,hash562,hash1721,hash3447,hash4274,hash2978,NA,NA,NA,
7,5,coup2183,coup2230,coup2948,coupMissing,9,hash6710,hash2854,hash7576,hash6264,hash6909,hash311,NA,NA,NA,NA,
8,4,coup9901,coupMissing,coupMissing,coupMissing,9,hash810,hash4475,hash7283,hash4258,hash5548,NA,NA,NA,NA,NA,
9,5,coup4148,coup5204,coup7853,coupMissing,9,hash5431,hash4173,hash2259,hash4087,hash6279,hash1298,NA,NA,NA,NA,
10,4,coup3874,coupMissing,coupMissing,coupMissing,9,hash3852,hash1547,hash2854,hash4593,hash7167,NA,NA,NA,NA,NA,
11,5,coup1003,coup1655,coup7727,coupMissing,9,hash3597,hash17,hash4518,hash5650,hash4712,hash1675,NA,NA,NA,NA,
12,5,coup5929,coup5954,coup2115,coupMissing,9,hash207,hash566,hash511,hash7970,hash227,hash6035,NA,NA,NA,NA,
13,4,coup2454,coup3972,coup2011,coupMissing,9,hash6870,hash4485,hash3059,hash1150,hash2292,NA,NA,NA,NA,NA,
14,3,coup998,coupMissing,coupMissing,coupMissing,9,hash7272,hash6159,hash6270,hash3091,NA,NA,NA,NA,NA,NA,
15,5,coup5008,coup6309,coup5621,coupMissing,9,hash1001,hash4524,hash4578,hash1559,hash4831,hash6293,NA,NA,NA,NA,
16,6,coup1533,coupMissing,coupMissing,coupMissing,9,hash7849,hash5302,hash2909,hash5503,hash4355,hash4784,hash6707,NA,NA,NA,
17,6,coup2170,coupMissing,coupMissing,coupMissing,9,hash5686,hash5309,hash2189,hash2889,hash1998,hash6310,hash4480,NA,NA,NA,
18,6,coup4818,coup6762,coup6011,coupMissing,9,hash5993,hash6387,hash1597,hash2144,hash932,hash4877,hash1200,NA,NA,NA,
19,6,coup2572,coup3446,coup2379,coupMissing,9,hash2258,hash6237,hash6760,hash5635,hash5696,hash4944,hash7624,NA,NA,NA,
20,5,coup4384,coup3787,coup1254,coupMissing,9,hash2533,hash4008,hash601,hash6968,hash4340,hash2840,NA,NA,NA,NA,
21,4,coup5555,coup4122,coup1859,coupMissing,9,hash5597,hash178,hash2282,hash6519,hash4161,NA,NA,NA,NA,NA,
22,5,coup9934,coupMissing,coupMissing,coupMissing,9,hash5762,hash2625,hash5297,hash7470,hash3856,hash4744,NA,NA,NA,NA,
23,6,coup6309,coup1146,coup1505,coupMissing,9,hash6293,hash6931,hash1001,hash147,hash1769,hash7360,hash2728,NA,NA,NA,
24,5,coup4995,coupMissing,coupMissing,coupMissing,9,hash7429,hash1580,hash330,hash889,hash7780,hash4944,NA,NA,NA,NA,
25,5,coup5918,coupMissing,coupMissing,coupMissing,9,hash6483,hash5328,hash3323,hash3779,hash4392,hash5209,NA,NA,NA,NA,
26,6,coup4151,coup8666,coup6774,coupMissing,9,hash1032,hash2179,hash2446,hash3375,hash7817,hash420,hash7548,NA,NA,NA,
27,4,coup3257,coup1112,coup7539,coupMissing,9,hash66,hash7553,hash4958,hash858,hash6421,NA,NA,NA,NA,NA,
28,5,coup1745,coupMissing,coupMissing,coupMissing,9,hash6390,hash6172,hash4656,hash2413,hash2340,hash7630,NA,NA,NA,NA,
