RDS
250,3,coupMissing,
1,5,coup4639,coup1333,coup765,coupMissing,9,hash279,hash884,hash735,hash328,hash755,hash678,NA,NA,NA,NA,
2,5,coup3768,coup3252,coup1618,coupMissing,9,hash417,hash230,hash884,hash652,hash217,hash383,NA,NA,NA,NA,
3,6,coup1479,coupMissing,coupMissing,coupMissing,9,hash897,hash517,hash851,hash588,hash291,hash880,hash244,NA,NA,NA,
4,3,coup3645,coupMissing,coupMissing,coupMissing,9,hash511,hash820,hash813,hash150,NA,NA,NA,NA,NA,NA,
5,5,coup2188,coupMissing,coupMissing,coupMissing,9,hash829,hash329,hash609,hash511,hash996,hash539,NA,NA,NA,NA,
6,5,coup3257,coupMissing,coupMissing,coupMissing,9,hash142,hash382,hash386,hash329,hash285,hash622,NA,NA,NA,NA,
7,6,coup595,coupMissing,coupMissing,coupMissing,9,hash371,hash938,hash364,hash639,hash18,hash682,hash629,NA,NA,NA,
8,5,coup4653,coupMissing,coupMissing,coupMissing,9,hash577,hash927,hash988,hash518,hash111,hash731,NA,NA,NA,NA,
9,5,coup4145,coup4783,coup994,coupMissing,9,hash246,hash936,hash964,hash312,hash430,hash465,NA,NA,NA,NA,
10,5,coup1777,coupMissing,coupMissing,coupMissing,9,hash759,hash321,hash915,hash524,hash5,hash64,NA,NA,NA,NA,
11,5,coup803,coupMissing,coupMissing,coupMissing,9,hash262,hash939,hash314,hash941,hash235,hash513,NA,NA,NA,NA,
12,5,coup430,coup2257,coup3237,coupMissing,9,hash708,hash539,hash212,hash785,hash722,hash121,NA,NA,NA,NA,
13,7,coup1918,coupMissing,coupMissing,coupMissing,9,hash495,hash39,hash97,hash805,hash828,hash301,hash316,hash129,NA,NA,
14,6,coup4837,coupMissing,coupMissing,coupMissing,9,hash758,hash967,hash141,hash57,hash925,hash259,hash703,NA,NA,NA,
15,4,coup1561,coupMissing,coupMissing,coupMissing,9,hash16,hash688,hash418,hash791,hash754,NA,NA,NA,NA,NA,
16,6,coup3989,coupMissing,coupMissing,coupMissing,9,hash833,hash28,hash514,hash141,hash759,hash617,hash18,NA,NA,NA,
17,7,coup2880,coupMissing,coupMissing,coupMissing,9,hash217,hash937,hash431,hash149,hash913,hash678,hash576,hash316,NA,NA,
18,7,coup1618,coup2192,coup3774,coupMissing,9,hash652,hash307,hash417,hash580,hash816,hash856,hash400,hash911,NA,NA,
19,6,coup3256,coup4639,coup3660,coupMissing,9,hash735,hash279,hash399,hash110,hash76,hash712,hash282,NA,NA,NA,
20,4,coup2298,coup4246,coup2655,coupMissing,9,hash236,hash689,hash747,hash169,hash387,NA,NA,NA,NA,NA,
21,5,coup4680,coupMissing,coupMissing,coupMissing,9,hash896,hash394,hash513,hash151,hash361,hash379,NA,NA,NA,NA,
22,4,coup4325,coupMissing,coupMissing,coupMissing,9,hash83,hash597,hash534,hash910,hash684,NA,NA,NA,NA,NA,
23,6,coup1333,coupMissing,coupMissing,coupMissing,9,hash884,hash279,hash504,hash591,hash650,hash535,hash431,NA,NA,NA,
24,4,coup874,coup1165,coup2249,coupMissing,9,hash265,hash261,hash489,hash887,hash995,NA,NA,NA,NA,NA,
25,6,coup64,coupMissing,coupMissing,coupMissing,9,hash678,hash820,hash529,hash307,hash34,hash995,hash952,NA,NA,NA,
26,4,coup4246,coup3219,coupMissing,coupMissing,9,hash169,hash121,hash783,hash234,hash236,NA,NA,NA,NA,NA,
27,4,coup3015,coup4969,coup3649,coupMissing,9,hash681,hash778,hash621,hash512,hash642,NA,NA,NA,NA,NA,
28,6,coup4152,coup4337,coup3117,coupMissing,9,hash322,hash789,hash829,hash500,hash859,hash452,hash34,NA,NA,NA,
29,9,coup3368,coupMissing,coupMissing,coupMissing,9,hash28,hash543,hash705,hash35,hash466,hash187,hash290,hash680,hash469,hash578,
30,7,coup185,coup2455,coup3015,coupMissing,9,hash642,hash504,hash47,hash217,hash476,hash681,hash298,hash981,NA,NA,
31,4,coup3360,coup1334,coup3167,coupMissing,9,hash885,hash527,hash718,hash523,hash916,NA,NA,NA,NA,NA,
32,4,coup382,coup3536,coup4201,coupMissing,9,hash186,hash900,hash418,hash333,hash469,NA,NA,NA,NA,NA,
33,5,coup4036,coupMissing,coupMissing,coupMissing,9,hash438,hash937,hash202,hash902,hash628,hash29,NA,NA,NA,NA,
34,6,coup1275,coup2676,coup3936,coupMissing,9,hash692,hash797,hash946,hash216,hash464,hash587,hash281,NA,NA,NA,
35,4,coup1751,coup292,coup3363,coupMissing,9,hash253,hash397,hash576,hash461,hash808,NA,NA,NA,NA,NA,
36,5,coup3908,coup4992,coup2829,coupMissing,9,hash80,hash477,hash112,hash833,hash73,hash716,NA,NA,NA,NA,
37,5,coup318,coupMissing,coupMissing,coupMissing,9,hash772,hash673,hash930,hash868,hash565,hash24,NA,NA,NA,NA,
38,5,coup3695,coupMissing,coupMissing,coupMissing,9,hash255,hash90,hash964,hash407,hash128,hash208,NA,NA,NA,NA,
39,7,coup4140,coup4145,coup4560,coupMissing,9,hash312,hash852,hash384,hash503,hash266,hash897,hash274,hash246,NA,NA,
40,3,coup1723,coup3764,coupMissing,coupMissing,9,hash77,hash302,hash146,hash464,NA,NA,NA,NA,NA,NA,
41,6,coup3454,coupMissing,coupMissing,coupMissing,9,hash432,hash440,hash263,hash361,hash837,hash700,hash896,NA,NA,NA,
42,6,coup765,coup3425,coup3634,coupMissing,9,hash328,hash279,hash908,hash782,hash921,hash774,hash562,NA,NA,NA,
43,5,coup4456,coup1001,coupMissing,coupMissing,9,hash588,hash874,hash719,hash621,hash175,hash684,NA,NA,NA,NA,
44,5,coup433,coupMissing,coupMissing,coupMissing,9,hash125,hash154,hash116,hash541,hash386,hash10,NA,NA,NA,NA,
45,6,coup3441,coup1880,coup4531,coupMissing,9,hash913,hash192,hash115,hash911,hash944,hash433,hash800,NA,NA,NA,
46,4,coup4782,coup2075,coup2181,coupMissing,9,hash894,hash952,hash347,hash476,hash443,NA,NA,NA,NA,NA,
47,4,coup1748,coupMissing,coupMissing,coupMissing,9,hash768,hash423,hash413,hash379,hash751,NA,NA,NA,NA,NA,
48,4,coup2031,coup3456,coup2298,coupMissing,9,hash747,hash176,hash103,hash193,hash236,NA,NA,NA,NA,NA,
49,9,coup1946,coup2277,coup4837,coupMissing,9,hash925,hash289,hash7,hash710,hash181,hash416,hash321,hash481,hash758,hash203,
50,6,coup3649,coup4456,coup1493,coupMissing,9,hash621,hash42,hash930,hash588,hash674,hash681,hash489,NA,NA,NA,
51,7,coup3365,coup3275,coup1470,coupMissing,9,hash850,hash853,hash738,hash367,hash585,hash288,hash876,hash474,NA,NA,
52,5,coup1750,coupMissing,coupMissing,coupMissing,9,hash191,hash188,hash414,hash624,hash52,hash420,NA,NA,NA,NA,
53,4,coup4606,coupMissing,coupMissing,coupMissing,9,hash761,hash472,hash293,hash101,hash875,NA,NA,NA,NA,NA,
54,5,coup4056,coup1642,coupMissing,coupMissing,9,hash281,hash268,hash753,hash536,hash319,hash349,NA,NA,NA,NA,
55,5,coup1136,coup253,coup3954,coupMissing,9,hash219,hash3,hash971,hash984,hash916,hash151,NA,NA,NA,NA,
56,6,coup994,coup3695,coup2001,coupMissing,9,hash964,hash366,hash497,hash255,hash332,hash789,hash246,NA,NA,NA,
57,6,coup253,coup4248,coup3360,coupMissing,9,hash916,hash219,hash885,hash834,hash349,hash233,hash534,NA,NA,NA,
58,5,coup1765,coup313,coup1723,coupMissing,9,hash464,hash225,hash77,hash416,hash470,hash701,NA,NA,NA,NA,
59,5,coup4452,coupMissing,coupMissing,coupMissing,9,hash497,hash413,hash526,hash831,hash621,hash223,NA,NA,NA,NA,
60,4,coup1711,coupMissing,coupMissing,coupMissing,9,hash399,hash561,hash104,hash307,hash901,NA,NA,NA,NA,NA,
61,5,coup4781,coup2916,coup2586,coupMissing,9,hash585,hash884,hash358,hash600,hash850,hash31,NA,NA,NA,NA,
62,4,coup2350,coup3782,coup874,coupMissing,9,hash887,hash298,hash140,hash265,hash166,NA,NA,NA,NA,NA,
63,7,coup292,coupMissing,coupMissing,coupMissing,9,hash397,hash60,hash253,hash984,hash475,hash604,hash342,hash582,NA,NA,
64,4,coup160,coupMissing,coupMissing,coupMissing,9,hash898,hash243,hash575,hash61,hash172,NA,NA,NA,NA,NA,
65,4,coup1987,coup4528,coup2100,coupMissing,9,hash925,hash437,hash816,hash849,hash620,NA,NA,NA,NA,NA,
66,6,coup4776,coup2821,coupMissing,coupMissing,9,hash437,hash101,hash658,hash9,hash407,hash224,hash258,NA,NA,NA,
67,6,coup374,coupMissing,coupMissing,coupMissing,9,hash724,hash265,hash830,hash911,hash815,hash876,hash463,NA,NA,NA,
