RDS
500,3,coupMissing,
1,7,coup1882,coup2783,coup4797,coupMissing,10,hash408,hash486,hash360,hash251,hash345,hash20,hash130,hash53,NA,NA,NA,
2,7,coup4907,coup4585,coup265,coupMissing,10,hash272,hash131,hash38,hash141,hash369,hash308,hash55,hash379,NA,NA,NA,
3,6,coup2076,coupMissing,coupMissing,coupMissing,10,hash249,hash342,hash380,hash264,hash233,hash339,hash275,NA,NA,NA,NA,
4,4,coup2180,coup2070,coup4527,coupMissing,10,hash57,hash133,hash342,hash55,hash354,NA,NA,NA,NA,NA,NA,
5,6,coup2284,coup3697,coup3440,coupMissing,10,hash24,hash359,hash7,hash454,hash291,hash153,hash303,NA,NA,NA,NA,
6,5,coup3394,coup3087,coup1363,coupMissing,10,hash189,hash72,hash217,hash28,hash137,hash454,NA,NA,NA,NA,NA,
7,5,coup4158,coupMissing,coupMissing,coupMissing,10,hash396,hash188,hash170,hash369,hash424,hash315,NA,NA,NA,NA,NA,
8,5,coup808,coup2284,coup266,coupMissing,10,hash359,hash275,hash56,hash119,hash24,hash195,NA,NA,NA,NA,NA,
9,5,coup2778,coup3347,coup2021,coupMissing,10,hash98,hash353,hash366,hash447,hash151,hash365,NA,NA,NA,NA,NA,
10,4,coup3545,coupMissing,coupMissing,coupMissing,10,hash169,hash22,hash30,hash160,hash56,NA,NA,NA,NA,NA,NA,
11,6,coup1079,coupMissing,coupMissing,coupMissing,10,hash325,hash273,hash409,hash251,hash374,hash483,hash163,NA,NA,NA,NA,
12,5,coup3180,coup580,coup3158,coupMissing,10,hash389,hash328,hash60,hash59,hash441,hash38,NA,NA,NA,NA,NA,
13,5,coup3562,coup4503,coup3101,coupMissing,10,hash226,hash483,hash283,hash416,hash450,hash468,NA,NA,NA,NA,NA,
14,4,coup4503,coupMissing,coupMissing,coupMissing,10,hash416,hash91,hash192,hash276,hash226,NA,NA,NA,NA,NA,NA,
15,5,coup1081,coupMissing,coupMissing,coupMissing,10,hash434,hash101,hash347,hash437,hash28,hash395,NA,NA,NA,NA,NA,
16,4,coup2376,coupMissing,coupMissing,coupMissing,10,hash496,hash484,hash211,hash43,hash35,NA,NA,NA,NA,NA,NA,
17,4,coup1488,coupMissing,coupMissing,coupMissing,10,hash432,hash302,hash245,hash137,hash322,NA,NA,NA,NA,NA,NA,
18,5,coup866,coup4535,coup4654,coupMissing,10,hash89,hash60,hash481,hash208,hash301,hash424,NA,NA,NA,NA,NA,
19,6,coup4978,coupMissing,coupMissing,coupMissing,10,hash128,hash249,hash325,hash21,hash252,hash121,hash144,NA,NA,NA,NA,
20,4,coup1938,coupMissing,coupMissing,coupMissing,10,hash150,hash93,hash272,hash19,hash191,NA,NA,NA,NA,NA,NA,
21,4,coup2157,coupMissing,coupMissing,coupMissing,10,hash232,hash110,hash79,hash69,hash339,NA,NA,NA,NA,NA,NA,
22,6,coup1187,coupMissing,coupMissing,coupMissing,10,hash7,hash316,hash328,hash192,hash7,hash376,hash172,NA,NA,NA,NA,
23,5,coup1036,coup1632,coup4553,coupMissing,10,hash70,hash342,hash163,hash97,hash134,hash376,NA,NA,NA,NA,NA,
24,7,coup3708,coupMissing,coupMissing,coupMissing,10,hash194,hash416,hash38,hash4,hash261,hash333,hash473,hash468,NA,NA,NA,
25,6,coup1718,coupMissing,coupMissing,coupMissing,10,hash491,hash129,hash264,hash248,hash99,hash402,hash15,NA,NA,NA,NA,
26,5,coup3655,coup2771,coup242,coupMissing,10,hash477,hash331,hash28,hash18,hash370,hash219,NA,NA,NA,NA,NA,
27,7,coup3523,coupMissing,coupMissing,coupMissing,10,hash28,hash176,hash13,hash438,hash441,hash292,hash247,hash371,NA,NA,NA,
28,5,coup4911,coupMissing,coupMissing,coupMissing,10,hash306,hash67,hash17,hash51,hash237,hash402,NA,NA,NA,NA,NA,
29,7,coup2771,coupMissing,coupMissing,coupMissing,10,hash219,hash477,hash11,hash119,hash40,hash96,hash293,hash137,NA,NA,NA,
30,4,coup509,coupMissing,coupMissing,coupMissing,10,hash190,hash34,hash51,hash66,hash427,NA,NA,NA,NA,NA,NA,
31,5,coup4619,coup2651,coup1729,coupMissing,10,hash397,hash331,hash241,hash414,hash151,hash320,NA,NA,NA,NA,NA,
32,6,coup3796,coupMissing,coupMissing,coupMissing,10,hash95,hash460,hash6,hash496,hash8,hash379,hash464,NA,NA,NA,NA,
33,6,coup989,coupMissing,coupMissing,coupMissing,10,hash177,hash329,hash206,hash461,hash359,hash87,hash319,NA,NA,NA,NA,
34,7,coup4435,coupMissing,coupMissing,coupMissing,10,hash485,hash285,hash428,hash496,hash247,hash252,hash233,hash196,NA,NA,NA,
35,5,coup343,coupMissing,coupMissing,coupMissing,10,hash301,hash466,hash25,hash347,hash329,hash35,NA,NA,NA,NA,NA,
36,5,coup2039,coupMissing,coupMissing,coupMissing,10,hash36,hash298,hash482,hash65,hash24,hash159,NA,NA,NA,NA,NA,
37,4,coup3178,coup1792,coup3335,coupMissing,10,hash59,hash289,hash242,hash55,hash371,NA,NA,NA,NA,NA,NA,
38,5,coup1726,coup3796,coup2554,coupMissing,10,hash460,hash429,hash339,hash214,hash475,hash95,NA,NA,NA,NA,NA,
39,5,coup2775,coup843,coup179,coupMissing,10,hash230,hash160,hash41,hash246,hash406,hash494,NA,NA,NA,NA,NA,
40,4,coup1949,coupMissing,coupMissing,coupMissing,10,hash439,hash151,hash318,hash136,hash475,NA,NA,NA,NA,NA,NA,
41,4,coup2129,coupMissing,coupMissing,coupMissing,10,hash421,hash343,hash417,hash469,hash77,NA,NA,NA,NA,NA,NA,
42,5,coup862,coupMissing,coupMissing,coupMissing,10,hash385,hash53,hash209,hash400,hash251,hash106,NA,NA,NA,NA,NA,
43,5,coup2049,coup4469,coupMissing,coupMissing,10,hash93,hash270,hash56,hash78,hash272,hash456,NA,NA,NA,NA,NA,
