RDS
500,3,coupMissing,
1,7,coup2475,coup9277,coup1505,coupMissing,10,hash80224,hash225188,hash63531,hash74906,hash178565,hash105694,hash229927,hash152373,NA,NA,NA,
2,5,coup5367,coup8138,coup7859,coupMissing,10,hash119969,hash161028,hash187808,hash248990,hash19727,hash131186,NA,NA,NA,NA,NA,
3,7,coup7525,coupMissing,coupMissing,coupMissing,10,hash20197,hash174709,hash218880,hash100047,hash228293,hash231011,hash13556,hash94549,NA,NA,NA,
4,5,coup312,coupMissing,coupMissing,coupMissing,10,hash34130,hash144826,hash147419,hash14450,hash230617,hash188219,NA,NA,NA,NA,NA,
5,7,coup1073,coupMissing,coupMissing,coupMissing,10,hash138349,hash186342,hash38464,hash13376,hash114877,hash51040,hash94551,hash255392,NA,NA,NA,
6,6,coup5396,coup975,coup9679,coupMissing,10,hash89626,hash170803,hash170240,hash92560,hash106361,hash91651,hash180127,NA,NA,NA,NA,
7,6,coup634,coup4002,coup4286,coupMissing,10,hash177763,hash192646,hash130354,hash87936,hash156770,hash189716,hash75839,NA,NA,NA,NA,
8,4,coup5656,coup206,coup8048,coupMissing,10,hash51785,hash124998,hash8895,hash9469,hash67674,NA,NA,NA,NA,NA,NA,
9,5,coup354,coup7678,coup3459,coupMissing,10,hash142166,hash190790,hash195599,hash112511,hash84470,hash43874,NA,NA,NA,NA,NA,
10,3,coup2393,coup7988,coup3944,coupMissing,10,hash219495,hash251057,hash114091,hash235868,NA,NA,NA,NA,NA,NA,NA,
11,4,coup774,coupMissing,coupMissing,coupMissing,10,hash189774,hash224881,hash14337,hash101481,hash10519,NA,NA,NA,NA,NA,NA,
12,4,coup5551,coupMissing,coupMissing,coupMissing,10,hash99843,hash222112,hash38810,hash63411,hash65945,NA,NA,NA,NA,NA,NA,
13,5,coup6315,coup4851,coup7386,coupMissing,10,hash48514,hash89481,hash161028,hash98565,hash189857,hash138424,NA,NA,NA,NA,NA,
14,5,coup102,coup1897,coup2637,coupMissing,10,hash179710,hash15697,hash166415,hash157576,hash218360,hash125004,NA,NA,NA,NA,NA,
15,7,coup2868,coup9877,coupMissing,coupMissing,10,hash97563,hash56434,hash129892,hash104727,hash157760,hash246721,hash131769,hash192488,NA,NA,NA,
16,6,coup1228,coup3483,coupMissing,coupMissing,10,hash224225,hash108980,hash134547,hash129861,hash200300,hash55899,hash149804,NA,NA,NA,NA,
17,5,coup1885,coupMissing,coupMissing,coupMissing,10,hash7887,hash166707,hash109349,hash248056,hash225304,hash224719,NA,NA,NA,NA,NA,
18,5,coup8253,coup5042,coup6496,coupMissing,10,hash55164,hash181018,hash61777,hash108865,hash40831,hash229784,NA,NA,NA,NA,NA,
19,5,coup1536,coupMissing,coupMissing,coupMissing,10,hash130929,hash200089,hash131603,hash224881,hash115178,hash193189,NA,NA,NA,NA,NA,
20,7,coup5393,coupMissing,coupMissing,coupMissing,10,hash214910,hash97314,hash162600,hash42144,hash106771,hash172052,hash83879,hash179277,NA,NA,NA,
21,5,coup4410,coupMissing,coupMissing,coupMissing,10,hash138468,hash242194,hash69541,hash4365,hash58798,hash8861,NA,NA,NA,NA,NA,
22,6,coup8048,coupMissing,coupMissing,coupMissing,10,hash9469,hash69268,hash215043,hash137538,hash51785,hash31081,hash161746,NA,NA,NA,NA,
23,5,coup5072,coup1461,coup1608,coupMissing,10,hash181559,hash32860,hash137275,hash152663,hash88089,hash229784,NA,NA,NA,NA,NA,
24,7,coup2285,coup4847,coup7046,coupMissing,10,hash218226,hash184966,hash195599,hash148969,hash86246,hash41273,hash8895,hash62888,NA,NA,NA,
25,5,coup7535,coup3582,coupMissing,coupMissing,10,hash157872,hash191515,hash239942,hash155345,hash134951,hash53427,NA,NA,NA,NA,NA,
26,7,coup9734,coup1906,coup1206,coupMissing,10,hash132325,hash199553,hash89747,hash147349,hash19444,hash67674,hash230844,hash14836,NA,NA,NA,
27,5,coup7160,coup7954,coup6729,coupMissing,10,hash127475,hash29605,hash161139,hash81003,hash8616,hash14836,NA,NA,NA,NA,NA,
28,7,coup951,coup9590,coup5016,coupMissing,10,hash87491,hash36941,hash157920,hash83713,hash225265,hash135356,hash17830,hash81003,NA,NA,NA,
29,8,coup3238,coup5551,coup8770,coupMissing,10,hash38810,hash99843,hash176157,hash175070,hash112842,hash235068,hash244768,hash56365,hash112482,NA,NA,
30,4,coup9967,coup121,coup8886,coupMissing,10,hash191975,hash9733,hash57174,hash177059,hash120153,NA,NA,NA,NA,NA,NA,
31,7,coup5529,coupMissing,coupMissing,coupMissing,10,hash73119,hash41388,hash105873,hash224358,hash113673,hash65626,hash55402,hash191568,NA,NA,NA,
32,5,coup8578,coup8677,coup3890,coupMissing,10,hash28012,hash166996,hash18680,hash50230,hash46437,hash108203,NA,NA,NA,NA,NA,
33,5,coup7548,coupMissing,coupMissing,coupMissing,10,hash12751,hash155345,hash217152,hash148597,hash92921,hash207042,NA,NA,NA,NA,NA,
34,4,coup7153,coup7681,coup9734,coupMissing,10,hash230844,hash245808,hash9991,hash8225,hash132325,NA,NA,NA,NA,NA,NA,
35,5,coup1203,coup5435,coup9027,coupMissing,10,hash115719,hash27219,hash192646,hash201968,hash84394,hash255397,NA,NA,NA,NA,NA,
36,4,coup2242,coup8896,coupMissing,coupMissing,10,hash255607,hash171150,hash224358,hash80573,hash114741,NA,NA,NA,NA,NA,NA,
37,6,coup9294,coup2070,coup8047,coupMissing,10,hash218215,hash2198,hash115649,hash24438,hash36385,hash236532,hash35233,NA,NA,NA,NA,
38,6,coup55,coupMissing,coupMissing,coupMissing,10,hash225827,hash41632,hash130485,hash209382,hash107239,hash255494,hash63734,NA,NA,NA,NA,
39,6,coup3556,coupMissing,coupMissing,coupMissing,10,hash20145,hash166874,hash236322,hash42118,hash228278,hash147337,hash133336,NA,NA,NA,NA,
40,5,coup1461,coup8253,coup6831,coupMissing,10,hash229784,hash162382,hash55164,hash75906,hash249620,hash181559,NA,NA,NA,NA,NA,
41,4,coup3383,coup2399,coup8139,coupMissing,10,hash211932,hash127206,hash125111,hash168372,hash14491,NA,NA,NA,NA,NA,NA,
42,6,coup3729,coupMissing,coupMissing,coupMissing,10,hash151767,hash17609,hash166149,hash166441,hash150263,hash212090,hash61324,NA,NA,NA,NA,
43,6,coup1005,coupMissing,coupMissing,coupMissing,10,hash146071,hash169538,hash207134,hash218731,hash75473,hash96254,hash215882,NA,NA,NA,NA,
44,6,coup3189,coup2490,coup9421,coupMissing,10,hash231381,hash199606,hash159407,hash129400,hash97449,hash124455,hash70488,NA,NA,NA,NA,
45,4,coup3332,coup1043,coup3737,coupMissing,10,hash219373,hash117715,hash158595,hash13182,hash94397,NA,NA,NA,NA,NA,NA,
46,5,coup9719,coupMissing,coupMissing,coupMissing,10,hash121118,hash183297,hash91391,hash213172,hash121742,hash98625,NA,NA,NA,NA,NA,
47,4,coup8082,coupMissing,coupMissing,coupMissing,10,hash161746,hash104242,hash105727,hash9469,hash183485,NA,NA,NA,NA,NA,NA,
48,5,coup1669,coupMissing,coupMissing,coupMissing,10,hash232303,hash56418,hash190218,hash67210,hash24127,hash165540,NA,NA,NA,NA,NA,
49,5,coup8065,coupMissing,coupMissing,coupMissing,10,hash223862,hash68104,hash204749,hash86975,hash207541,hash134394,NA,NA,NA,NA,NA,
50,6,coup5378,coup732,coup7853,coupMissing,10,hash44166,hash111374,hash21814,hash241812,hash191331,hash255502,hash31695,NA,NA,NA,NA,
51,7,coup9250,coupMissing,coupMissing,coupMissing,10,hash117601,hash42205,hash155687,hash214707,hash52427,hash61245,hash83210,hash181748,NA,NA,NA,
52,4,coup1532,coupMissing,coupMissing,coupMissing,10,hash201498,hash112944,hash238417,hash28389,hash236124,NA,NA,NA,NA,NA,NA,
53,6,coup9541,coup2591,coup3721,coupMissing,10,hash234439,hash179144,hash223563,hash224739,hash164427,hash141796,hash89993,NA,NA,NA,NA,
54,3,coup1000,coup2076,coup5335,coupMissing,10,hash32548,hash38177,hash28137,hash231281,NA,NA,NA,NA,NA,NA,NA,
55,5,coup3867,coup6229,coup1036,coupMissing,10,hash165804,hash19688,hash180459,hash150415,hash33148,hash239240,NA,NA,NA,NA,NA,
56,4,coup7107,coupMissing,coupMissing,coupMissing,10,hash96699,hash88416,hash83561,hash58224,hash161286,NA,NA,NA,NA,NA,NA,
57,8,coup4738,coup3279,coup5886,coupMissing,10,hash151100,hash227876,hash174250,hash67463,hash16320,hash6870,hash70261,hash36248,hash44357,NA,NA,
58,4,coup7402,coup2285,coup9041,coupMissing,10,hash62888,hash69547,hash223891,hash19506,hash218226,NA,NA,NA,NA,NA,NA,
59,5,coup3111,coupMissing,coupMissing,coupMissing,10,hash211927,hash2688,hash152847,hash86405,hash252850,hash236473,NA,NA,NA,NA,NA,
60,5,coup3291,coupMissing,coupMissing,coupMissing,10,hash132814,hash100151,hash14047,hash124546,hash128511,hash194038,NA,NA,NA,NA,NA,
61,6,coup5770,coup6585,coup2486,coupMissing,10,hash254882,hash29858,hash148862,hash203141,hash195637,hash211945,hash17227,NA,NA,NA,NA,
62,5,coup918,coupMissing,coupMissing,coupMissing,10,hash70261,hash151100,hash1081,hash200634,hash188712,hash176796,NA,NA,NA,NA,NA,
63,6,coup1540,coupMissing,coupMissing,coupMissing,10,hash93545,hash176605,hash209382,hash83556,hash236124,hash216859,hash214094,NA,NA,NA,NA,
64,8,coup8484,coupMissing,coupMissing,coupMissing,10,hash45044,hash129861,hash228381,hash43514,hash173534,hash170582,hash87378,hash143132,hash41891,NA,NA,
65,6,coup7677,coup9485,coupMissing,coupMissing,10,hash183870,hash234132,hash67463,hash209496,hash79221,hash218347,hash103733,NA,NA,NA,NA,
66,6,coup3033,coup3729,coup8131,coupMissing,10,hash166441,hash63204,hash164499,hash151767,hash188607,hash21452,hash223607,NA,NA,NA,NA,
67,5,coup8349,coup88,coup4312,coupMissing,10,hash118006,hash215707,hash232335,hash108972,hash165529,hash162683,NA,NA,NA,NA,NA,
68,3,coup1982,coup6624,coup4281,coupMissing,10,hash107900,hash144681,hash161720,hash24393,NA,NA,NA,NA,NA,NA,NA,
69,5,coup4819,coupMissing,coupMissing,coupMissing,10,hash55850,hash215172,hash206611,hash83713,hash239231,hash56754,NA,NA,NA,NA,NA,
70,5,coup8138,coupMissing,coupMissing,coupMissing,10,hash131186,hash119969,hash75445,hash116070,hash192453,hash23094,NA,NA,NA,NA,NA,
71,4,coup6048,coupMissing,coupMissing,coupMissing,10,hash112921,hash148669,hash40792,hash119247,hash95517,NA,NA,NA,NA,NA,NA,
72,5,coup3333,coupMissing,coupMissing,coupMissing,10,hash62875,hash135918,hash142657,hash57632,hash174044,hash11599,NA,NA,NA,NA,NA,
73,6,coup9214,coupMissing,coupMissing,coupMissing,10,hash110762,hash75771,hash129892,hash82217,hash107142,hash59387,hash229684,NA,NA,NA,NA,
74,5,coup4343,coupMissing,coupMissing,coupMissing,10,hash21290,hash47063,hash242985,hash213336,hash135600,hash103561,NA,NA,NA,NA,NA,
75,6,coup7673,coupMissing,coupMissing,coupMissing,10,hash239396,hash247918,hash78061,hash21368,hash53171,hash14989,hash233761,NA,NA,NA,NA,
76,5,coup4275,coup2441,coup4983,coupMissing,10,hash183444,hash218359,hash22325,hash157383,hash71555,hash207275,NA,NA,NA,NA,NA,
77,6,coup3536,coup8109,coupMissing,coupMissing,10,hash169225,hash39096,hash48229,hash10617,hash24215,hash28969,hash38581,NA,NA,NA,NA,
78,8,coup1906,coup7160,coup1293,coupMissing,10,hash14836,hash64549,hash143732,hash172820,hash199873,hash148597,hash127475,hash132325,hash202654,NA,NA,
79,6,coup5899,coupMissing,coupMissing,coupMissing,10,hash7796,hash72561,hash127871,hash14040,hash152243,hash131124,hash192434,NA,NA,NA,NA,
80,4,coup3737,coupMissing,coupMissing,coupMissing,10,hash158595,hash33960,hash211464,hash20636,hash219373,NA,NA,NA,NA,NA,NA,
81,5,coup4442,coup6313,coup5137,coupMissing,10,hash124829,hash189046,hash240817,hash116648,hash235468,hash63626,NA,NA,NA,NA,NA,
82,4,coup2477,coupMissing,coupMissing,coupMissing,10,hash104487,hash219744,hash95609,hash162099,hash207541,NA,NA,NA,NA,NA,NA,
83,6,coup4288,coupMissing,coupMissing,coupMissing,10,hash88227,hash19174,hash68628,hash88114,hash138107,hash240314,hash4499,NA,NA,NA,NA,
84,6,coup5644,coup4503,coup4294,coupMissing,10,hash213159,hash70404,hash75445,hash68387,hash186851,hash177124,hash101969,NA,NA,NA,NA,
85,5,coup5921,coup3536,coup5645,coupMissing,10,hash24215,hash200634,hash39743,hash223605,hash6332,hash169225,NA,NA,NA,NA,NA,
86,5,coup6729,coup5188,coup951,coupMissing,10,hash81003,hash162577,hash5107,hash87491,hash178506,hash127475,NA,NA,NA,NA,NA,
87,6,coup4646,coup3026,coup336,coupMissing,10,hash219676,hash205571,hash66994,hash10262,hash12362,hash20075,hash13471,NA,NA,NA,NA,
