RDS
750,3,coupMissing,
1,7,coup1882,coupMissing,coupMissing,coupMissing,10,hash27408,hash184986,hash192860,hash78251,hash155845,hash199520,hash145630,hash19053,NA,NA,NA,
2,5,coup4639,coupMissing,coupMissing,coupMissing,10,hash12582,hash146058,hash203301,hash101514,hash180506,hash122063,NA,NA,NA,NA,NA,
3,5,coup3748,coup3108,coup3263,coupMissing,10,hash135675,hash180207,hash159411,hash10793,hash168302,hash217627,NA,NA,NA,NA,NA,
4,4,coup1069,coup2152,coup3718,coupMissing,10,hash144892,hash196649,hash240803,hash247333,hash79213,NA,NA,NA,NA,NA,NA,
5,6,coup1710,coup2234,coup3737,coupMissing,10,hash25910,hash54028,hash33014,hash116499,hash704,hash239995,hash39290,NA,NA,NA,NA,
6,6,coup2791,coup1137,coupMissing,coupMissing,10,hash250929,hash79641,hash159960,hash208791,hash210512,hash250245,hash127465,NA,NA,NA,NA,
7,7,coup4146,coupMissing,coupMissing,coupMissing,10,hash84848,hash132699,hash213462,hash239733,hash43258,hash231993,hash120136,hash202508,NA,NA,NA,
8,5,coup615,coup3397,coup4282,coupMissing,10,hash138690,hash89634,hash127375,hash204832,hash202508,hash2716,NA,NA,NA,NA,NA,
9,7,coup3430,coupMissing,coupMissing,coupMissing,10,hash25964,hash183072,hash247146,hash57730,hash169650,hash80543,hash139755,hash92871,NA,NA,NA,
10,5,coup4124,coupMissing,coupMissing,coupMissing,10,hash102871,hash65921,hash154705,hash192102,hash168896,hash198235,NA,NA,NA,NA,NA,
11,8,coup4191,coupMissing,coupMissing,coupMissing,10,hash28714,hash187953,hash129526,hash155827,hash44694,hash195858,hash218662,hash166469,hash34660,NA,NA,
12,4,coup414,coupMissing,coupMissing,coupMissing,10,hash252710,hash231431,hash56952,hash72760,hash235136,NA,NA,NA,NA,NA,NA,
13,5,coup4497,coup1368,coup814,coupMissing,10,hash74836,hash144227,hash111746,hash255911,hash42126,hash116450,NA,NA,NA,NA,NA,
14,5,coup2687,coup1803,coup1106,coupMissing,10,hash83087,hash237814,hash157785,hash89634,hash58717,hash22859,NA,NA,NA,NA,NA,
15,8,coup2540,coupMissing,coupMissing,coupMissing,10,hash129526,hash126504,hash11188,hash217257,hash251282,hash22272,hash174765,hash28714,hash119174,NA,NA,
16,6,coup911,coup1437,coup1216,coupMissing,10,hash224366,hash200258,hash196232,hash95658,hash208937,hash188601,hash226795,NA,NA,NA,NA,
17,4,coup3271,coup1967,coup840,coupMissing,10,hash240803,hash124501,hash144892,hash137789,hash104511,NA,NA,NA,NA,NA,NA,
18,5,coup1277,coupMissing,coupMissing,coupMissing,10,hash201124,hash213485,hash190961,hash154605,hash234627,hash220378,NA,NA,NA,NA,NA,
19,6,coup3846,coup3336,coup4951,coupMissing,10,hash175879,hash176918,hash75361,hash87776,hash37234,hash181619,hash224393,NA,NA,NA,NA,
20,6,coup3664,coup2692,coup4612,coupMissing,10,hash198274,hash95111,hash186465,hash246786,hash224748,hash37031,hash40311,NA,NA,NA,NA,
21,6,coup65,coupMissing,coupMissing,coupMissing,10,hash220271,hash117778,hash23645,hash75582,hash81041,hash22729,hash123503,NA,NA,NA,NA,
22,5,coup2678,coup1935,coup1492,coupMissing,10,hash168607,hash35841,hash18847,hash205469,hash134880,hash74046,NA,NA,NA,NA,NA,
