RDS
750,3,coupMissing,
1,5,coup6928,coup8619,coup855,coupMissing,10,hash232,hash43,hash440,hash32,hash517,hash569,NA,NA,NA,NA,NA,
2,7,coup1525,coup1942,coup9297,coupMissing,10,hash289,hash606,hash68,hash156,hash848,hash186,hash594,hash725,NA,NA,NA,
3,4,coup6458,coupMissing,coupMissing,coupMissing,10,hash552,hash118,hash3,hash621,hash547,NA,NA,NA,NA,NA,NA,
4,4,coup2363,coupMissing,coupMissing,coupMissing,10,hash596,hash245,hash903,hash392,hash653,NA,NA,NA,NA,NA,NA,
5,5,coup2762,coupMissing,coupMissing,coupMissing,10,hash347,hash458,hash485,hash24,hash581,hash648,NA,NA,NA,NA,NA,
6,6,coup2916,coupMissing,coupMissing,coupMissing,10,hash13,hash355,hash127,hash669,hash464,hash750,hash4,NA,NA,NA,NA,
7,5,coup4955,coupMissing,coupMissing,coupMissing,10,hash84,hash988,hash764,hash236,hash175,hash571,NA,NA,NA,NA,NA,
8,4,coup9899,coupMissing,coupMissing,coupMissing,10,hash399,hash51,hash875,hash768,hash170,NA,NA,NA,NA,NA,NA,
9,5,coup8923,coup8332,coup3975,coupMissing,10,hash918,hash566,hash173,hash58,hash287,hash222,NA,NA,NA,NA,NA,
10,4,coup1750,coupMissing,coupMissing,coupMissing,10,hash910,hash483,hash148,hash74,hash872,NA,NA,NA,NA,NA,NA,
11,6,coup5278,coupMissing,coupMissing,coupMissing,10,hash35,hash188,hash137,hash86,hash387,hash678,hash113,NA,NA,NA,NA,
12,5,coup4148,coupMissing,coupMissing,coupMissing,10,hash958,hash488,hash97,hash363,hash531,hash158,NA,NA,NA,NA,NA,
13,6,coup6522,coup4819,coup2414,coupMissing,10,hash336,hash130,hash908,hash703,hash124,hash915,hash252,NA,NA,NA,NA,
14,4,coup8810,coup750,coup35,coupMissing,10,hash377,hash284,hash266,hash400,hash615,NA,NA,NA,NA,NA,NA,
15,5,coup7153,coup7154,coup3518,coupMissing,10,hash417,hash353,hash432,hash211,hash666,hash846,NA,NA,NA,NA,NA,
16,6,coup2166,coup9876,coupMissing,coupMissing,10,hash151,hash331,hash57,hash379,hash273,hash217,hash50,NA,NA,NA,NA,
17,5,coup4547,coup8820,coup9794,coupMissing,10,hash297,hash638,hash113,hash847,hash47,hash298,NA,NA,NA,NA,NA,
18,5,coup3063,coupMissing,coupMissing,coupMissing,10,hash485,hash196,hash505,hash339,hash198,hash187,NA,NA,NA,NA,NA,
19,5,coup7402,coupMissing,coupMissing,coupMissing,10,hash264,hash721,hash406,hash236,hash350,hash968,NA,NA,NA,NA,NA,
20,6,coup7958,coup4765,coup7102,coupMissing,10,hash266,hash937,hash75,hash938,hash105,hash346,hash855,NA,NA,NA,NA,
21,7,coup8191,coup2763,coup1127,coupMissing,10,hash446,hash901,hash287,hash861,hash261,hash137,hash515,hash915,NA,NA,NA,
22,5,coup5008,coupMissing,coupMissing,coupMissing,10,hash424,hash498,hash302,hash514,hash683,hash151,NA,NA,NA,NA,NA,
23,5,coup7235,coup8329,coup6922,coupMissing,10,hash322,hash795,hash523,hash185,hash648,hash300,NA,NA,NA,NA,NA,
24,8,coup9647,coupMissing,coupMissing,coupMissing,10,hash494,hash517,hash177,hash2,hash810,hash949,hash355,hash425,hash606,NA,NA,
25,4,coup4569,coup5282,coup8590,coupMissing,10,hash812,hash851,hash62,hash719,hash71,NA,NA,NA,NA,NA,NA,
26,5,coup5218,coup658,coup9585,coupMissing,10,hash730,hash221,hash427,hash337,hash773,hash329,NA,NA,NA,NA,NA,
27,4,coup9947,coupMissing,coupMissing,coupMissing,10,hash22,hash360,hash871,hash965,hash252,NA,NA,NA,NA,NA,NA,
28,8,coup6698,coup4450,coup6905,coupMissing,10,hash432,hash802,hash517,hash71,hash895,hash326,hash23,hash361,hash527,NA,NA,
29,5,coup270,coup2832,coup5934,coupMissing,10,hash817,hash415,hash265,hash598,hash608,hash679,NA,NA,NA,NA,NA,
