RDS
250,3,coupMissing,
1,4,coup3685,coupMissing,coupMissing,coupMissing,9,hash231097,hash154033,hash94950,hash143257,hash156730,NA,NA,NA,NA,NA,
2,4,coup2716,coup2927,coup1849,coupMissing,9,hash92917,hash44323,hash117691,hash166722,hash180204,NA,NA,NA,NA,NA,
3,6,coup3243,coup3536,coup2228,coupMissing,9,hash13538,hash27364,hash229501,hash130455,hash207078,hash82446,hash115335,NA,NA,NA,
4,6,coup4102,coupMissing,coupMissing,coupMissing,9,hash233911,hash3394,hash205838,hash106127,hash103728,hash243297,hash142355,NA,NA,NA,
5,5,coup2475,coupMissing,coupMissing,coupMissing,9,hash50968,hash190330,hash15664,hash14145,hash88731,hash116651,NA,NA,NA,NA,
6,4,coup850,coupMissing,coupMissing,coupMissing,9,hash1756,hash141759,hash143631,hash154765,hash43265,NA,NA,NA,NA,NA,
7,4,coup2446,coup2023,coup3566,coupMissing,9,hash192112,hash124203,hash132158,hash240391,hash210288,NA,NA,NA,NA,NA,
8,5,coup4765,coup1294,coup2574,coupMissing,9,hash225446,hash165683,hash125522,hash172167,hash146455,hash174918,NA,NA,NA,NA,
9,4,coup3240,coupMissing,coupMissing,coupMissing,9,hash105563,hash219595,hash123229,hash145404,hash253905,NA,NA,NA,NA,NA,
10,6,coup4171,coupMissing,coupMissing,coupMissing,9,hash60101,hash228229,hash163164,hash117691,hash251637,hash140964,hash30598,NA,NA,NA,
11,6,coup1871,coupMissing,coupMissing,coupMissing,9,hash39783,hash3394,hash91938,hash14206,hash3686,hash233326,hash151172,NA,NA,NA,
12,5,coup1963,coupMissing,coupMissing,coupMissing,9,hash49327,hash131759,hash5607,hash165230,hash172573,hash17722,NA,NA,NA,NA,
13,3,coup2327,coupMissing,coupMissing,coupMissing,9,hash160475,hash113043,hash178855,hash217509,NA,NA,NA,NA,NA,NA,
14,6,coup3255,coupMissing,coupMissing,coupMissing,9,hash51827,hash44868,hash226318,hash170009,hash247912,hash218464,hash114463,NA,NA,NA,
15,5,coup4953,coupMissing,coupMissing,coupMissing,9,hash46430,hash154117,hash162239,hash211772,hash151343,hash200567,NA,NA,NA,NA,
16,4,coup755,coupMissing,coupMissing,coupMissing,9,hash118809,hash115477,hash5886,hash22673,hash135601,NA,NA,NA,NA,NA,
17,4,coup2023,coupMissing,coupMissing,coupMissing,9,hash132158,hash51056,hash192112,hash8042,hash93864,NA,NA,NA,NA,NA,
18,5,coup1107,coupMissing,coupMissing,coupMissing,9,hash225503,hash16155,hash229118,hash44323,hash7289,hash243399,NA,NA,NA,NA,
19,5,coup373,coup2121,coup1477,coupMissing,9,hash151987,hash203919,hash26068,hash73083,hash182589,hash82285,NA,NA,NA,NA,
20,6,coup2463,coupMissing,coupMissing,coupMissing,9,hash12929,hash113862,hash72806,hash68528,hash148975,hash179539,hash236891,NA,NA,NA,
21,3,coup3587,coupMissing,coupMissing,coupMissing,9,hash90591,hash234716,hash229239,hash211122,NA,NA,NA,NA,NA,NA,
22,4,coup3503,coup4512,coupMissing,coupMissing,9,hash231127,hash134708,hash67135,hash75681,hash248636,NA,NA,NA,NA,NA,
23,5,coup1770,coupMissing,coupMissing,coupMissing,9,hash25238,hash102826,hash190907,hash102248,hash200197,hash55607,NA,NA,NA,NA,
24,6,coup279,coupMissing,coupMissing,coupMissing,9,hash100045,hash153435,hash166195,hash152150,hash240493,hash188003,hash243225,NA,NA,NA,
25,6,coup3981,coup1721,coup3065,coupMissing,9,hash170016,hash95275,hash204474,hash177517,hash70139,hash126808,hash181479,NA,NA,NA,
26,5,coup290,coupMissing,coupMissing,coupMissing,9,hash220089,hash211146,hash60299,hash136046,hash207064,hash41449,NA,NA,NA,NA,
27,7,coup1973,coup3118,coup3876,coupMissing,9,hash145907,hash186648,hash192098,hash183130,hash249496,hash128950,hash37486,hash7435,NA,NA,
28,4,coup2947,coup3503,coupMissing,coupMissing,9,hash75681,hash199403,hash231127,hash40085,hash103139,NA,NA,NA,NA,NA,
29,6,coup4272,coupMissing,coupMissing,coupMissing,9,hash41413,hash133926,hash142842,hash205487,hash187251,hash118018,hash57317,NA,NA,NA,
30,5,coup1004,coup4130,coupMissing,coupMissing,9,hash81145,hash242916,hash140792,hash164014,hash41384,hash80105,NA,NA,NA,NA,
31,5,coup2487,coup140,coup4378,coupMissing,9,hash249720,hash128755,hash31181,hash207203,hash13181,hash28626,NA,NA,NA,NA,
32,4,coup382,coup4887,coup1985,coupMissing,9,hash250865,hash140792,hash184268,hash82446,hash105511,NA,NA,NA,NA,NA,
33,5,coup903,coupMissing,coupMissing,coupMissing,9,hash142912,hash226365,hash42805,hash113097,hash149595,hash191891,NA,NA,NA,NA,
34,6,coup121,coup3567,coup2463,coupMissing,9,hash72806,hash12929,hash35862,hash168126,hash170553,hash176695,hash50431,NA,NA,NA,
35,4,coup1259,coupMissing,coupMissing,coupMissing,9,hash181566,hash192429,hash28225,hash153261,hash221283,NA,NA,NA,NA,NA,
36,5,coup4405,coupMissing,coupMissing,coupMissing,9,hash18952,hash182533,hash59934,hash39127,hash6105,hash249641,NA,NA,NA,NA,
37,6,coup117,coup2049,coup1313,coupMissing,9,hash178147,hash124271,hash43021,hash162140,hash151363,hash174848,hash26507,NA,NA,NA,
38,4,coup4053,coup2867,coup815,coupMissing,9,hash213925,hash151870,hash121089,hash143631,hash156730,NA,NA,NA,NA,NA,
39,4,coup2215,coup4809,coup2475,coupMissing,9,hash190330,hash132377,hash1720,hash50968,hash249647,NA,NA,NA,NA,NA,
40,5,coup2992,coup1177,coup931,coupMissing,9,hash34364,hash238558,hash58089,hash252686,hash14840,hash167402,NA,NA,NA,NA,
41,4,coup2703,coup1176,coup27,coupMissing,9,hash107838,hash195501,hash192098,hash125803,hash127887,NA,NA,NA,NA,NA,
42,5,coup4674,coup2457,coup4637,coupMissing,9,hash112827,hash213107,hash127887,hash238116,hash84826,hash192463,NA,NA,NA,NA,
43,5,coup4637,coupMissing,coupMissing,coupMissing,9,hash84826,hash60587,hash112827,hash83997,hash64077,hash205280,NA,NA,NA,NA,
44,4,coup236,coup3362,coup4388,coupMissing,9,hash136229,hash89043,hash212055,hash134350,hash196189,NA,NA,NA,NA,NA,
45,5,coup2205,coupMissing,coupMissing,coupMissing,9,hash14435,hash134634,hash54387,hash226243,hash207072,hash102984,NA,NA,NA,NA,
46,5,coup2729,coupMissing,coupMissing,coupMissing,9,hash228022,hash32021,hash23819,hash145290,hash6854,hash64349,NA,NA,NA,NA,
47,4,coup1383,coupMissing,coupMissing,coupMissing,9,hash85119,hash41511,hash64349,hash63604,hash97917,NA,NA,NA,NA,NA,
48,5,coup4633,coup285,coup3295,coupMissing,9,hash170492,hash119388,hash49829,hash39132,hash141487,hash132305,NA,NA,NA,NA,
49,7,coup435,coupMissing,coupMissing,coupMissing,9,hash239233,hash229042,hash44738,hash226159,hash93487,hash202799,hash71589,hash217935,NA,NA,
50,5,coup3362,coupMissing,coupMissing,coupMissing,9,hash134350,hash38149,hash136229,hash34536,hash252422,hash245212,NA,NA,NA,NA,
51,5,coup2049,coup3334,coup2751,coupMissing,9,hash174848,hash178147,hash193327,hash4493,hash17349,hash146276,NA,NA,NA,NA,
52,5,coup2089,coup2205,coup2611,coupMissing,9,hash134634,hash125608,hash112183,hash5456,hash14435,hash123136,NA,NA,NA,NA,
53,4,coup285,coup4999,coup1483,coupMissing,9,hash49829,hash455,hash41654,hash143631,hash170492,NA,NA,NA,NA,NA,
54,6,coup4423,coupMissing,coupMissing,coupMissing,9,hash149355,hash142945,hash136352,hash250839,hash239320,hash19050,hash80476,NA,NA,NA,
55,4,coup1639,coup3482,coup4723,coupMissing,9,hash149287,hash249862,hash250010,hash184268,hash35640,NA,NA,NA,NA,NA,
56,6,coup3323,coupMissing,coupMissing,coupMissing,9,hash230767,hash32667,hash172090,hash43084,hash47199,hash132305,hash221283,NA,NA,NA,
57,6,coup1872,coupMissing,coupMissing,coupMissing,9,hash82234,hash47196,hash76666,hash7082,hash180751,hash110742,hash57924,NA,NA,NA,
58,5,coup542,coup4405,coup2151,coupMissing,9,hash39127,hash152533,hash18952,hash33278,hash35640,hash167855,NA,NA,NA,NA,
59,5,coup3498,coupMissing,coupMissing,coupMissing,9,hash82639,hash62306,hash104455,hash99682,hash232822,hash149169,NA,NA,NA,NA,
60,5,coup1810,coupMissing,coupMissing,coupMissing,9,hash109583,hash166931,hash245139,hash238888,hash221353,hash146845,NA,NA,NA,NA,
61,5,coup3589,coup1963,coup4926,coupMissing,9,hash17722,hash49327,hash125661,hash64479,hash243159,hash205304,NA,NA,NA,NA,
62,5,coup897,coup780,coup261,coupMissing,9,hash203476,hash35862,hash67955,hash142722,hash112129,hash192036,NA,NA,NA,NA,
63,5,coup1477,coup4915,coup2990,coupMissing,9,hash182589,hash249925,hash205365,hash161269,hash151987,hash220111,NA,NA,NA,NA,
64,5,coup1765,coupMissing,coupMissing,coupMissing,9,hash122399,hash8914,hash231799,hash28247,hash84759,hash9873,NA,NA,NA,NA,
65,5,coup2151,coupMissing,coupMissing,coupMissing,9,hash152533,hash167361,hash172176,hash123423,hash39127,hash58550,NA,NA,NA,NA,
66,4,coup1248,coup4898,coup4699,coupMissing,9,hash235378,hash123229,hash116720,hash36420,hash113652,NA,NA,NA,NA,NA,
67,5,coup1115,coupMissing,coupMissing,coupMissing,9,hash71624,hash101768,hash108072,hash18637,hash178855,hash168164,NA,NA,NA,NA,
68,7,coup4898,coupMissing,coupMissing,coupMissing,9,hash36420,hash122804,hash235378,hash164512,hash56238,hash163860,hash97673,hash72848,NA,NA,
69,5,coup4271,coup1371,coup1436,coupMissing,9,hash252262,hash203781,hash194004,hash218011,hash117691,hash26507,NA,NA,NA,NA,
70,5,coup4186,coup1764,coup351,coupMissing,9,hash104176,hash61752,hash142945,hash123229,hash136053,hash134847,NA,NA,NA,NA,
71,5,coup1849,coupMissing,coupMissing,coupMissing,9,hash166722,hash192049,hash77474,hash46546,hash92917,hash40737,NA,NA,NA,NA,
