RDS
250,3,coupMissing,
1,5,coup1878,coupMissing,coupMissing,coupMissing,9,hash10482,hash54097,hash106027,hash235513,hash154262,hash190278,NA,NA,NA,NA,
2,5,coup4639,coup3256,coup681,coupMissing,9,hash12582,hash146058,hash203301,hash101514,hash180506,hash122063,NA,NA,NA,NA,
3,7,coup2211,coup597,coup3320,coupMissing,9,hash159290,hash136664,hash167709,hash36812,hash103594,hash165760,hash48489,hash91254,NA,NA,
4,6,coup4121,coup3384,coupMissing,coupMissing,9,hash167387,hash216646,hash194252,hash208937,hash79480,hash193414,hash180353,NA,NA,NA,
5,5,coup4653,coupMissing,coupMissing,coupMissing,9,hash168005,hash22227,hash159001,hash112366,hash122727,hash190816,NA,NA,NA,NA,
6,5,coup900,coup2481,coup1009,coupMissing,9,hash177466,hash216646,hash229731,hash221649,hash90827,hash220214,NA,NA,NA,NA,
7,5,coup4145,coupMissing,coupMissing,coupMissing,9,hash32232,hash155095,hash104776,hash10995,hash213841,hash137578,NA,NA,NA,NA,
8,5,coup1405,coup3834,coupMissing,coupMissing,9,hash48649,hash203401,hash84816,hash84036,hash44383,hash242992,NA,NA,NA,NA,
9,7,coup4535,coup2726,coup4558,coupMissing,9,hash144481,hash134513,hash210089,hash70644,hash33570,hash120136,hash57829,hash69345,NA,NA,
10,6,coup3984,coupMissing,coupMissing,coupMissing,9,hash1655,hash71735,hash173537,hash181834,hash147141,hash48434,hash136253,NA,NA,NA,
11,7,coup1918,coup1073,coup3984,coupMissing,9,hash173537,hash49092,hash136318,hash1655,hash15382,hash198051,hash173158,hash197292,NA,NA,
12,6,coup911,coup3312,coup1545,coupMissing,9,hash224366,hash200258,hash196232,hash95658,hash208937,hash188601,hash226795,NA,NA,NA,
13,4,coup436,coup1918,coup2894,coupMissing,9,hash15382,hash61550,hash173537,hash141768,hash230656,NA,NA,NA,NA,NA,
14,5,coup2375,coupMissing,coupMissing,coupMissing,9,hash95342,hash159398,hash29111,hash59644,hash190816,hash104189,NA,NA,NA,NA,
15,7,coup4369,coupMissing,coupMissing,coupMissing,9,hash57730,hash10802,hash178462,hash146484,hash118040,hash25964,hash19053,hash192899,NA,NA,
16,5,coup2629,coupMissing,coupMissing,coupMissing,9,hash40289,hash161031,hash100764,hash238641,hash104776,hash25563,NA,NA,NA,NA,
17,5,coup697,coup2092,coup4120,coupMissing,9,hash175093,hash49741,hash166984,hash132613,hash135401,hash22663,NA,NA,NA,NA,
18,7,coup4178,coupMissing,coupMissing,coupMissing,9,hash181959,hash237030,hash50089,hash163820,hash25020,hash241268,hash46908,hash82544,NA,NA,
19,5,coup2145,coupMissing,coupMissing,coupMissing,9,hash203872,hash123877,hash158178,hash149895,hash203979,hash26768,NA,NA,NA,NA,
20,6,coup4705,coup1853,coup4757,coupMissing,9,hash15600,hash150515,hash153748,hash217364,hash238767,hash130960,hash130659,NA,NA,NA,
21,6,coup609,coupMissing,coupMissing,coupMissing,9,hash22068,hash109651,hash63050,hash174109,hash19350,hash22859,hash181906,NA,NA,NA,
22,7,coup4463,coupMissing,coupMissing,coupMissing,9,hash139679,hash218101,hash64321,hash172260,hash90190,hash187140,hash206292,hash124489,NA,NA,
23,7,coup2880,coupMissing,coupMissing,coupMissing,9,hash79781,hash48809,hash190961,hash218622,hash86082,hash68358,hash253254,hash127465,NA,NA,
24,6,coup1853,coup2658,coup1491,coupMissing,9,hash153748,hash194751,hash208395,hash94669,hash231202,hash90432,hash15600,NA,NA,NA,
25,6,coup3256,coup3660,coupMissing,coupMissing,9,hash203301,hash12582,hash187726,hash152597,hash115784,hash211872,hash61884,NA,NA,NA,
