RDS
750,3,coupMissing,
1,5,coup1878,coupMissing,coupMissing,coupMissing,9,hash24273,hash190188,hash7281,hash44372,hash105484,hash211013,NA,NA,NA,NA,
2,7,coup4907,coupMissing,coupMissing,coupMissing,9,hash72358,hash150731,hash54501,hash17749,hash153269,hash31420,hash245414,hash134589,NA,NA,
3,6,coup4323,coupMissing,coupMissing,coupMissing,9,hash234130,hash105223,hash15548,hash188910,hash85233,hash81117,hash199522,NA,NA,NA,
4,5,coup4398,coupMissing,coupMissing,coupMissing,9,hash36552,hash143531,hash169957,hash56160,hash81341,hash92605,NA,NA,NA,NA,
5,5,coup1245,coupMissing,coupMissing,coupMissing,9,hash41684,hash149741,hash18002,hash39557,hash189814,hash78653,NA,NA,NA,NA,
6,5,coup4158,coupMissing,coupMissing,coupMissing,9,hash6105,hash6884,hash18952,hash153269,hash216717,hash242428,NA,NA,NA,NA,
7,6,coup212,coup372,coupMissing,coupMissing,9,hash133538,hash122923,hash226568,hash136550,hash226782,hash203748,hash120454,NA,NA,NA,
8,5,coup3415,coupMissing,coupMissing,coupMissing,9,hash113925,hash98459,hash73562,hash137166,hash13830,hash166920,NA,NA,NA,NA,
9,5,coup430,coup3180,coup4281,coupMissing,9,hash104697,hash243694,hash164168,hash207623,hash2160,hash197917,NA,NA,NA,NA,
10,6,coup772,coup4619,coup3677,coupMissing,9,hash7484,hash195123,hash107225,hash143634,hash154117,hash117483,hash54627,NA,NA,NA,
11,6,coup4171,coupMissing,coupMissing,coupMissing,9,hash60101,hash228229,hash163164,hash117691,hash251637,hash140964,hash30598,NA,NA,NA,
12,7,coup4369,coup4797,coup1242,coupMissing,9,hash97740,hash213107,hash28339,hash21968,hash219914,hash234482,hash170559,hash192715,NA,NA,
13,5,coup3180,coupMissing,coupMissing,coupMissing,9,hash2160,hash80761,hash217864,hash104697,hash112728,hash195308,NA,NA,NA,NA,
14,4,coup1309,coup3436,coup581,coupMissing,9,hash73465,hash34651,hash217610,hash178201,hash83572,NA,NA,NA,NA,NA,
15,3,coup724,coupMissing,coupMissing,coupMissing,9,hash208201,hash203271,hash89099,hash44099,NA,NA,NA,NA,NA,NA,
16,5,coup3412,coupMissing,coupMissing,coupMissing,9,hash139293,hash179898,hash165112,hash3738,hash177092,hash164935,NA,NA,NA,NA,
17,5,coup2196,coupMissing,coupMissing,coupMissing,9,hash145987,hash194497,hash219651,hash156443,hash111162,hash134738,NA,NA,NA,NA,
18,5,coup715,coup1248,coup4820,coupMissing,9,hash116720,hash235378,hash142722,hash144333,hash97673,hash105669,NA,NA,NA,NA,
19,5,coup3997,coup3282,coup3671,coupMissing,9,hash252561,hash96469,hash145947,hash89896,hash137066,hash218450,NA,NA,NA,NA,
20,5,coup2425,coupMissing,coupMissing,coupMissing,9,hash196262,hash38479,hash112703,hash142114,hash245939,hash79224,NA,NA,NA,NA,
