RDS
500,3,coupMissing,
1,5,coup2940,coup8498,coup1708,coupMissing,10,hash175580,hash234104,hash225594,hash50124,hash248111,hash239507,NA,NA,NA,NA,NA,
2,4,coup9899,coup3142,coup7055,coupMissing,10,hash84388,hash47099,hash190104,hash218527,hash44789,NA,NA,NA,NA,NA,NA,
3,5,coup3453,coup1516,coup8727,coupMissing,10,hash47721,hash139774,hash240327,hash170052,hash146340,hash106079,NA,NA,NA,NA,NA,
4,5,coup6286,coupMissing,coupMissing,coupMissing,10,hash109962,hash60018,hash116530,hash65400,hash108839,hash243301,NA,NA,NA,NA,NA,
5,7,coup6515,coup4259,coup9707,coupMissing,10,hash223568,hash199043,hash89799,hash225426,hash169811,hash146606,hash186575,hash105796,NA,NA,NA,
6,4,coup1022,coup4849,coup9303,coupMissing,10,hash120528,hash206051,hash144031,hash27333,hash102164,NA,NA,NA,NA,NA,NA,
7,5,coup4759,coupMissing,coupMissing,coupMissing,10,hash95312,hash159910,hash254675,hash49198,hash7158,hash158497,NA,NA,NA,NA,NA,
8,5,coup1652,coupMissing,coupMissing,coupMissing,10,hash246042,hash89057,hash12771,hash70663,hash45487,hash100870,NA,NA,NA,NA,NA,
9,7,coup6503,coupMissing,coupMissing,coupMissing,10,hash96540,hash126664,hash207211,hash62067,hash62838,hash187498,hash177838,hash138137,NA,NA,NA,
10,5,coup5048,coup4388,coup4183,coupMissing,10,hash174508,hash167537,hash71688,hash188791,hash56220,hash20652,NA,NA,NA,NA,NA,
11,4,coup7616,coupMissing,coupMissing,coupMissing,10,hash164651,hash41750,hash253783,hash121036,hash10778,NA,NA,NA,NA,NA,NA,
12,5,coup5218,coup658,coup9585,coupMissing,10,hash45019,hash222897,hash246767,hash255106,hash28188,hash240569,NA,NA,NA,NA,NA,
13,5,coup9468,coup2733,coup3453,coupMissing,10,hash170052,hash122863,hash84557,hash47721,hash213180,hash12413,NA,NA,NA,NA,NA,
14,4,coup8140,coupMissing,coupMissing,coupMissing,10,hash252504,hash180009,hash108022,hash160260,hash123438,NA,NA,NA,NA,NA,NA,
15,4,coup2886,coupMissing,coupMissing,coupMissing,10,hash228690,hash7976,hash15371,hash233552,hash134909,NA,NA,NA,NA,NA,NA,
16,5,coup5918,coup7489,coup5048,coupMissing,10,hash56220,hash184345,hash67899,hash174508,hash73415,hash240085,NA,NA,NA,NA,NA,
17,5,coup2207,coup8873,coup8194,coupMissing,10,hash16210,hash101270,hash83987,hash160456,hash140774,hash240085,NA,NA,NA,NA,NA,
18,5,coup1785,coup2229,coup8729,coupMissing,10,hash152186,hash17736,hash111845,hash183780,hash196237,hash108022,NA,NA,NA,NA,NA,
19,5,coup4388,coupMissing,coupMissing,coupMissing,10,hash167537,hash124679,hash174455,hash174508,hash15867,hash148927,NA,NA,NA,NA,NA,
20,7,coup8077,coup7315,coup1068,coupMissing,10,hash77329,hash251500,hash157639,hash128574,hash170451,hash180202,hash59392,hash198118,NA,NA,NA,
21,5,coup5006,coup7536,coup300,coupMissing,10,hash895,hash111607,hash67110,hash213312,hash43743,hash139294,NA,NA,NA,NA,NA,
22,3,coup8983,coupMissing,coupMissing,coupMissing,10,hash244386,hash28799,hash162763,hash190757,NA,NA,NA,NA,NA,NA,NA,
23,6,coup8711,coupMissing,coupMissing,coupMissing,10,hash622,hash208104,hash228520,hash86475,hash137481,hash16640,hash59298,NA,NA,NA,NA,
24,6,coup9671,coup1749,coup9325,coupMissing,10,hash3880,hash221728,hash132801,hash38187,hash245019,hash160697,hash213180,NA,NA,NA,NA,
25,4,coup83,coup7389,coup2520,coupMissing,10,hash248730,hash130414,hash170867,hash226577,hash199415,NA,NA,NA,NA,NA,NA,
26,5,coup9554,coup2643,coup324,coupMissing,10,hash7371,hash172729,hash11158,hash123831,hash14482,hash249976,NA,NA,NA,NA,NA,
27,5,coup1377,coup6118,coup4994,coupMissing,10,hash59615,hash226597,hash60212,hash4440,hash105486,hash145414,NA,NA,NA,NA,NA,
28,7,coup8365,coupMissing,coupMissing,coupMissing,10,hash56176,hash60164,hash221535,hash157125,hash5318,hash133916,hash127212,hash82336,NA,NA,NA,
29,6,coup8087,coup9490,coup1665,coupMissing,10,hash192513,hash18213,hash63215,hash72663,hash158162,hash57763,hash67969,NA,NA,NA,NA,
30,6,coup4501,coup2597,coup6220,coupMissing,10,hash187937,hash46054,hash158162,hash201785,hash249159,hash225533,hash124851,NA,NA,NA,NA,
31,5,coup7489,coup9269,coup2207,coupMissing,10,hash240085,hash64184,hash71425,hash178724,hash56220,hash16210,NA,NA,NA,NA,NA,
32,4,coup5917,coupMissing,coupMissing,coupMissing,10,hash30074,hash150053,hash132448,hash72843,hash68580,NA,NA,NA,NA,NA,NA,
33,5,coup1943,coupMissing,coupMissing,coupMissing,10,hash109611,hash148301,hash59246,hash185231,hash177830,hash151002,NA,NA,NA,NA,NA,
34,7,coup4184,coupMissing,coupMissing,coupMissing,10,hash183732,hash119543,hash100889,hash178107,hash254469,hash44929,hash68788,hash18981,NA,NA,NA,
35,3,coup8175,coupMissing,coupMissing,coupMissing,10,hash56025,hash60728,hash106663,hash253492,NA,NA,NA,NA,NA,NA,NA,
36,4,coup2219,coupMissing,coupMissing,coupMissing,10,hash4753,hash46054,hash96345,hash147823,hash73682,NA,NA,NA,NA,NA,NA,
37,5,coup2098,coupMissing,coupMissing,coupMissing,10,hash216062,hash213623,hash47925,hash143441,hash61193,hash202277,NA,NA,NA,NA,NA,
38,4,coup4467,coup8754,coup8456,coupMissing,10,hash234457,hash183026,hash99761,hash143078,hash118670,NA,NA,NA,NA,NA,NA,
39,6,coup2058,coup7718,coup322,coupMissing,10,hash27449,hash88292,hash191695,hash83311,hash205215,hash133503,hash17472,NA,NA,NA,NA,
40,5,coup9348,coupMissing,coupMissing,coupMissing,10,hash133127,hash188791,hash88518,hash94468,hash2642,hash71126,NA,NA,NA,NA,NA,
41,7,coup5595,coupMissing,coupMissing,coupMissing,10,hash95189,hash42668,hash29268,hash112015,hash209579,hash105483,hash187351,hash123991,NA,NA,NA,
42,6,coup8544,coup6487,coup8065,coupMissing,10,hash155413,hash124463,hash71688,hash4666,hash225365,hash174734,hash36106,NA,NA,NA,NA,
43,5,coup8237,coupMissing,coupMissing,coupMissing,10,hash53990,hash109051,hash210529,hash47808,hash3592,hash50929,NA,NA,NA,NA,NA,
44,6,coup8153,coupMissing,coupMissing,coupMissing,10,hash99491,hash252355,hash184332,hash180009,hash69994,hash46504,hash248888,NA,NA,NA,NA,
45,6,coup5667,coup3005,coup1145,coupMissing,10,hash121707,hash75746,hash111845,hash236760,hash41987,hash46024,hash177686,NA,NA,NA,NA,
46,5,coup708,coupMissing,coupMissing,coupMissing,10,hash189445,hash135327,hash104484,hash192370,hash239441,hash242577,NA,NA,NA,NA,NA,
47,4,coup6187,coup2077,coupMissing,coupMissing,10,hash44734,hash183406,hash81415,hash152848,hash28188,NA,NA,NA,NA,NA,NA,
48,6,coup743,coupMissing,coupMissing,coupMissing,10,hash144100,hash184332,hash30622,hash120542,hash232945,hash243739,hash107847,NA,NA,NA,NA,
49,4,coup8841,coupMissing,coupMissing,coupMissing,10,hash162814,hash212870,hash201008,hash168025,hash111895,NA,NA,NA,NA,NA,NA,
50,5,coup9555,coupMissing,coupMissing,coupMissing,10,hash56682,hash124143,hash243739,hash127647,hash55094,hash79137,NA,NA,NA,NA,NA,
51,7,coup8037,coup4831,coup5148,coupMissing,10,hash153483,hash154262,hash157319,hash233489,hash208014,hash203967,hash219521,hash1749,NA,NA,NA,
52,5,coup4936,coup104,coup876,coupMissing,10,hash210110,hash42658,hash46054,hash170307,hash121258,hash160456,NA,NA,NA,NA,NA,
53,8,coup5721,coup4161,coup309,coupMissing,10,hash93080,hash210995,hash83995,hash82037,hash187839,hash144877,hash193266,hash173895,hash78555,NA,NA,
54,5,coup4214,coupMissing,coupMissing,coupMissing,10,hash250120,hash59614,hash10462,hash192155,hash254432,hash172572,NA,NA,NA,NA,NA,
55,5,coup6585,coupMissing,coupMissing,coupMissing,10,hash177287,hash116336,hash7493,hash14820,hash69606,hash230772,NA,NA,NA,NA,NA,
56,6,coup890,coup5695,coup8143,coupMissing,10,hash49778,hash79719,hash26198,hash91849,hash225248,hash159103,hash32777,NA,NA,NA,NA,
57,5,coup8065,coupMissing,coupMissing,coupMissing,10,hash71688,hash122634,hash223400,hash155413,hash102258,hash174508,NA,NA,NA,NA,NA,
58,6,coup3413,coup8082,coup791,coupMissing,10,hash220190,hash144531,hash186877,hash92237,hash17472,hash135761,hash28199,NA,NA,NA,NA,
59,5,coup3142,coup5038,coup2635,coupMissing,10,hash190104,hash164293,hash84388,hash254805,hash64557,hash54560,NA,NA,NA,NA,NA,
60,4,coup9866,coup699,coup8379,coupMissing,10,hash200503,hash248208,hash179159,hash160421,hash205895,NA,NA,NA,NA,NA,NA,
61,4,coup5183,coup5558,coupMissing,coupMissing,10,hash56437,hash99423,hash54951,hash144690,hash36942,NA,NA,NA,NA,NA,NA,
62,6,coup3251,coupMissing,coupMissing,coupMissing,10,hash157384,hash90088,hash216622,hash157854,hash193506,hash40430,hash82394,NA,NA,NA,NA,
63,5,coup6926,coup1328,coup9557,coupMissing,10,hash153713,hash44876,hash172727,hash160930,hash101596,hash135341,NA,NA,NA,NA,NA,
64,6,coup4851,coup8077,coup6941,coupMissing,10,hash180202,hash77329,hash45041,hash24830,hash43843,hash201785,hash201145,NA,NA,NA,NA,
65,5,coup5290,coup5471,coup6663,coupMissing,10,hash236793,hash125466,hash184332,hash128981,hash47925,hash22043,NA,NA,NA,NA,NA,
66,7,coup8079,coup4534,coup9927,coupMissing,10,hash16054,hash254832,hash111845,hash101993,hash66845,hash32875,hash113117,hash21059,NA,NA,NA,
67,4,coup7443,coup6735,coup924,coupMissing,10,hash25334,hash113604,hash139556,hash95702,hash13005,NA,NA,NA,NA,NA,NA,
